iati-identifier,title,country,region,default-currency,commitment,disbursement,reimbursement,expenditure,loan-repayment,interest-repayment,description,start-planned,start-actual,end-planned,end-actual,activity-status-code,activity-status,policy-markers,policy-marker-vocabulary,policy-marker-significance,policy-marker-codes,contact-organisation,contact-telephone,contact-email,contact-mailing-address,default-tied-status-code,default-tied-status,
"US-EIN-941655673-24708","for general operating support","","International","USD",1425000,0,0,0,0,0,"","2007-06-11","","2010-06-11","","","","","","","","DKT International, Inc.","(202) 223-8780","","1701 K Street, N.W., Suite 900 Washington, DC  20006-1513","5","Untied",
"US-EIN-941655673-23716","for an international conference to discuss bioenergy as an alternative energy option for the future","","International","USD",17000,0,0,0,0,0,"","2006-10-16","","2007-10-16","","","","","","","","Dt. Naturschutz Dachverband d.dt. Natur-u. Umweltschutzver","011-40-(0)228-35-97-04","","Forum Umwelt und Entwicklung
Am Michaelshof 8 - 10 Bonn,   53177 Germany","5","Untied",
"US-EIN-941655673-28635","for the BREAD development economics research network's activities on population/reproductive health","","Africa","USD",100000,0,0,0,0,0,"","2009-07-20","","2012-07-20","","","","","","","","Duke University","","","2127 Campus Drive Durham, NC  27708","5","Untied",
"US-EIN-941655673-24720","for research on emergency contraception to be conducted by CONRAD","","International","USD",120000,0,0,0,0,0,"","2007-05-03","","2008-05-03","","","","","","","","Eastern Virginia Medical School","(703) 524-4744","","1611 North Kent Street, Suite 806 Arlington, VA  22209-2111","5","Untied",
"US-EIN-941655673-23844","for the joint Hewlett/ESRC population/reproductive health and economic development research scheme","","International","USD",1800000,0,0,0,0,0,"","2006-12-06","","2010-12-06","","","","","","","","Economic and Social Research Council","011-44 (0) 1793-413000","","Polaris House, North Star Avenue Swindon,   SN2 1UJ United Kingdom","5","Untied",
"US-EIN-941655673-23340","for an analysis of HIV incidence in Uganda","","Africa","USD",75000,0,0,0,0,0,"","2006-06-19","","2007-06-19","","","","","","","","Education, Training and Research Associates","(831) 438-4060","","4 Carbonero Way Scotts Valley, CA  95066-4200","5","Untied",
"US-EIN-941655673-25744","for Wide Angle, a PBS documentary series on international topics","","International","USD",750000,0,0,0,0,0,"","2007-11-19","","2009-11-19","","","","","","","","Educational Broadcasting Corp","(212) 560-1313","","c/o Thirteen/WNET
450 West Thirty-third Street New York, NY  10001-2603","5","Untied",
"US-EIN-941655673-24566","for continued support of Wide Angle, a PBS documentary series on international topics","","International","USD",500000,0,0,0,0,0,"","2007-02-26","","2008-02-26","","","","","","","","Educational Broadcasting Corp","(212) 560-1313","","c/o Thirteen/WNET
450 West Thirty-third Street New York, NY  10001-2603","5","Untied",
"US-EIN-941655673-30235","for workshops to help governments use assessment results to improve practice and policy in education","India","","USD",101500,0,0,0,0,0,"","2010-09-30","","2011-09-30","","","","","","","","Educational Initiatives Private Limited","91-79-40269696","","613-615, J. B. Towers, 
Opposit Doordarshan, Drive-In Road Thaltej, Ahmedabad  380054 India","5","Untied",
"US-EIN-941655673-23267","for a research project in collaboration with the University of California, Davis on economic change and migration in rural Mexico","Mexico","","USD",300000,0,0,0,0,0,"","2006-06-19","","2008-06-19","","","","","","","","El Colegio de México A.C.","011-52-55-5449-3089","","Camino al Ajusco, No. 20
Col Pedregal de Santa Teresa Mexico City,   D.F. 10740 México","5","Untied",
"US-EIN-941655673-26611","for general support of the PRECESAM program","Mexico","","USD",400000,0,0,0,0,0,"","2008-05-16","","2010-05-16","","","","","","","","El Colegio de México A.C.","011-52-55-5449-3089","","Camino al Ajusco, No. 20
Col Pedregal de Santa Teresa Mexico City,   D.F. 10740 México","5","Untied",
"US-EIN-941655673-29764","for support of El Colegio de Mexico's PRECESAM program","Mexico","","USD",400000,0,0,0,0,0,"","2010-07-19","","2012-07-19","","","","","","","","El Colegio de México A.C.","011-52-55-5449-3089","","Camino al Ajusco, No. 20
Col Pedregal de Santa Teresa Mexico City,   D.F. 10740 México","5","Untied",
"US-EIN-941655673-22507","for general operating support","","International","USD",535000,0,0,0,0,0,"","2006-02-27","","2007-06-27","","","","","","","","Engenderhealth, Inc.","(212) 561-8000","","440 Ninth Avenue New York, NY  10001-1620","5","Untied",
"US-EIN-941655673-24725","for general operating support","","International","USD",1500000,0,0,0,0,0,"","2007-06-11","","2010-06-11","","","","","","","","Engenderhealth, Inc.","(212) 561-8000","","440 Ninth Avenue New York, NY  10001-1620","5","Untied",
"US-EIN-941655673-23303","for strategic planning activities","","International","USD",30000,0,0,0,0,0,"","2006-06-19","","2007-06-19","","","","","","","","Engenderhealth, Inc.","(212) 561-8000","","440 Ninth Avenue New York, NY  10001-1620","5","Untied",
"US-EIN-941655673-27423","for developing and implementing a monitoring and evaluation framework system","","International","USD",200000,0,0,0,0,0,"","2008-11-17","","2009-11-17","","","","","","","","Engenderhealth, Inc.","(212) 561-8000","","440 Ninth Avenue New York, NY  10001-1620","5","Untied",
"US-EIN-941655673-29316","for general operating support","","International","USD",1250000,0,0,0,0,0,"","2010-03-22","","2013-03-22","","","","","","","","Engenderhealth, Inc.","(212) 561-8000","","440 Ninth Avenue New York, NY  10001-1620","5","Untied",
"US-EIN-941655673-29175","for fundraising planning","","International","USD",55000,0,0,0,0,0,"","2009-11-18","","2010-11-18","","","","","","","","Engenderhealth, Inc.","(212) 561-8000","","440 Ninth Avenue New York, NY  10001-1620","5","Untied",
"US-EIN-941655673-23246","for a project to analyze how proposed reforms for the U.S. farm bill reauthorization in 2007 will affect commodity prices and market opportunities for farmers in developing countries","","International","USD",250000,0,0,0,0,0,"","2006-06-19","","2007-06-19","","","","","","","","Environmental Defense Fund Incorporated","","","123 Mission Street
Twenty-eighth Floor San Francisco, CA  94105","5","Untied",
"US-EIN-941655673-24546","for a project to analyze how proposed reforms for the U.S. farm bill reauthorization in 2007 will affect commodity prices and market opportunities for farmers in developing countries","","International","USD",200000,0,0,0,0,0,"","2007-02-26","","2008-02-26","","","","","","","","Environmental Defense Fund Incorporated","","","123 Mission Street
Twenty-eighth Floor San Francisco, CA  94105","5","Untied",
"US-EIN-941655673-23824","for general support","","International","USD",600000,0,0,0,0,0,"","2006-10-16","","2008-10-16","","","","","","","","Environmental Working Group","(202) 667-6982","","1436 U Street, N.W., Suite 100 Washington, DC  20009-3987","5","Untied",
"US-EIN-941655673-29774","for general operating support","","International","USD",600000,0,0,0,0,0,"","2010-07-19","","2012-07-19","","","","","","","","Environmental Working Group","(202) 667-6982","","1436 U Street, N.W., Suite 100 Washington, DC  20009-3987","5","Untied",
"US-EIN-941655673-27395","for promoting transparency, accountable governance, and efficient agricultural markets in the U.S.","Mexico","","USD",900035,0,0,0,0,0,"","2008-11-17","","2009-11-17","","","","","","","","Environmental Working Group","(202) 667-6982","","1436 U Street, N.W., Suite 100 Washington, DC  20009-3987","5","Untied",
"US-EIN-941655673-27706","for providing technical support for a project to publicly disclose agricultural subsidies in Mexico","Mexico","","USD",200000,0,0,0,0,0,"","2008-11-26","","2010-11-26","","","","","","","","Environmental Working Group","(202) 667-6982","","1436 U Street, N.W., Suite 100 Washington, DC  20009-3987","5","Untied",
"US-EIN-941655673-22521","for general operating support","","Europe","USD",600000,0,0,0,0,0,"","2006-02-27","","2008-02-27","","","","","","","","Equilibres et Populations","011-33-1-53-63-80-40","","75 rue des Saints Peres Paris,   75006 France","5","Untied",
"US-EIN-941655673-26069","for general operating support","","Europe","USD",1000000,0,0,0,0,0,"","2008-03-17","","2011-03-17","","","","","","","","Equilibres et Populations","011-33-1-53-63-80-40","","75 rue des Saints Peres Paris,   75006 France","5","Untied",
"US-EIN-941655673-30320","for family planning and reproductive health activities","","International","USD",800000,0,0,0,0,0,"","2011-03-21","","2012-03-21","","","","","","","","Equilibres et Populations","011-33-1-53-63-80-40","","75 rue des Saints Peres Paris,   75006 France","5","Untied",
"US-EIN-941655673-29209","for support of a Francophone conference on family planning and reproductive health in West Africa","","Africa","USD",200000,0,0,0,0,0,"","2009-11-24","","2011-03-09","","","","","","","","Equilibres et Populations","011-33-1-53-63-80-40","","75 rue des Saints Peres Paris,   75006 France","5","Untied",
"US-EIN-941655673-24986","for Farmsubsidy.org, a network of researchers, journalists, and activists pressing for more transparency about EU's farm subsidies and their impacts","","International","USD",240000,0,0,0,0,0,"","2007-06-11","","2008-06-11","","","","","","","","EU Transparency","011-44-207-2074302456","","17 Roupell Street London,   SE1 8SP United Kingdom","5","Untied",
"US-EIN-941655673-23269","for general support of Farmsubsidy.org","","International","USD",176000,0,0,0,0,0,"","2006-06-19","","2007-06-19","","","","","","","","EU Transparency","011-44-207-2074302456","","17 Roupell Street London,   SE1 8SP United Kingdom","5","Untied",
"US-EIN-941655673-26950","for the ongoing development of the farmsubsidy.org network","","International","USD",280000,0,0,0,0,0,"","2008-09-23","","2009-09-23","","","","","","","","EU Transparency","011-44-207-2074302456","","17 Roupell Street London,   SE1 8SP United Kingdom","5","Untied",
"US-EIN-941655673-23382","for general operating support","","International","USD",100000,0,0,0,0,0,"","2006-08-04","","2007-08-04","","","","","","","","Family Care International, Inc.","(212) 941-5300","","588 Broadway
Suite 503 New York, NY  10012-3229","5","Untied",
"US-EIN-941655673-23627","for an institutional evaluation process","","International","USD",25000,0,0,0,0,0,"","2006-08-11","","2007-08-11","","","","","","","","Family Care International, Inc.","(212) 941-5300","","588 Broadway
Suite 503 New York, NY  10012-3229","5","Untied",
"US-EIN-941655673-25574","for the Women Deliver global conference","","International","USD",50000,0,0,0,0,0,"","2007-09-11","","2008-09-11","","","","","","","","Family Care International, Inc.","(212) 941-5300","","588 Broadway
Suite 503 New York, NY  10012-3229","5","Untied",
"US-EIN-941655673-25878","for ICEC's strategic planning","","International","USD",28000,0,0,0,0,0,"","2007-11-19","","2008-11-19","","","","","","","","Family Care International, Inc.","(212) 941-5300","","588 Broadway
Suite 503 New York, NY  10012-3229","5","Untied",
"US-EIN-941655673-25524","for general operating support of the International Consortium for Emergency Contraception program","","International","USD",200000,0,0,0,0,0,"","2007-09-25","","2009-09-25","","","","","","","","Family Care International, Inc.","(212) 941-5300","","588 Broadway
Suite 503 New York, NY  10012-3229","5","Untied",
"US-EIN-941655673-29007","for general support of the International Consortium for Emergency Contraception program","","International","USD",125000,0,0,0,0,0,"","2009-11-16","","2010-11-16","","","","","","","","Family Care International, Inc.","(212) 941-5300","","588 Broadway
Suite 503 New York, NY  10012-3229","5","Untied",
"US-EIN-941655673-26195","for support of family planning and reproductive health activities","","International","USD",1000000,0,0,0,0,0,"","2008-03-17","","2010-03-17","","","","","","","","Family Health International","(919) 544-7040","","P.O. Box 13950 Research Triangle Park, NC  27709-3950","5","Untied",
"US-EIN-941655673-29018","for support of family planning and reproductive health activities","","International","USD",500000,0,0,0,0,0,"","2009-11-16","","2011-11-16","","","","","","","","Family Health International","(919) 544-7040","","P.O. Box 13950 Research Triangle Park, NC  27709-3950","5","Untied",
"US-EIN-941655673-24842","for activities to engage farmworkers in the public policy debates on the 2007 farm bill and America's agricultural subsidy programs","United States","","USD",18000,0,0,0,0,0,"","2007-06-11","","2008-06-11","","","","","","","","Farmworker Justice Fund, Inc.","(202) 293-5420","","1126 Sixteenth Street, N.W.
Suite 270 Washington, DC  20036-4840","5","Untied",
"US-EIN-941655673-26346","for mobilizing volunteers to become advocates for alleviating world hunger","United States","","USD",81000,0,0,0,0,0,"","2008-03-17","","2009-03-17","","","","","","","","Foods Resource Bank","(312) 612-1939","","4479 Central Avenue Western Springs, IL  60558","5","Untied",
"US-EIN-941655673-28674","for mobilizing volunteers to become advocates for alleviating world hunger","","International","USD",50000,0,0,0,0,0,"","2009-04-01","","2010-04-01","","","","","","","","Foods Resource Bank","(312) 612-1939","","4479 Central Avenue Western Springs, IL  60558","5","Untied",
"US-EIN-941655673-25018","for leadership training, fundraising, and communications strategy development","","International","USD",30000,0,0,0,0,0,"","2007-09-25","","2008-09-25","","","","","","","","Foreningen Sex and Samfund","011-004533931010","","Rosenorns Alle 14, 1. Copenhagen,   1634 Denmark","5","Untied",
"US-EIN-941655673-30152","for a project to develop a common data standard with the International Aid Transparency Initiative","","International","USD",250000,0,0,0,0,0,"","2010-12-01","","2012-05-31","","","","","","","","Foundation Center","(212) 620-4230","","79 Fifth Avenue New York, NY  10003-3034","5","Untied",
"US-EIN-941655673-25991","for disseminating a model to increase the effectiveness of African humanitarian organizations","","Africa","USD",50000,0,0,0,0,0,"","2007-12-07","","2008-12-07","","","","","","","","Fritz Institute","(415) 538-8300","","50 Fremont Street, Suite 1150 San Francisco, CA  94105-2233","5","Untied",
"US-EIN-941655673-23078","for the development of a new model to increase the effectiveness of African humanitarian organizations","","Africa","USD",300000,0,0,0,0,0,"","2006-06-19","","2008-06-19","","","","","","","","Fritz Institute","(415) 538-8300","","50 Fremont Street, Suite 1150 San Francisco, CA  94105-2233","5","Untied",
"US-EIN-941655673-22524","for general operating support","Mexico","","USD",400000,0,0,0,0,0,"","2006-02-27","","2008-02-27","","","","","","","","Fundación Mexicana para la Planeación Familiar, A.C.","011-525-573-7100","","Juárez 208
Tlalpan Mexico City,   14000 México","5","Untied",
"US-EIN-941655673-22709","for general support","Mexico","","USD",1200000,0,0,0,0,0,"","2006-02-27","","2008-02-27","","","","","","","","Fundar, Centro de Análisis e Investigación, Asociacion Civil","011-52-55-5554-3001","","Cerrada de Alberto Zamora No. 21
Col. Villa Coyoacan, De. Coyoacan Mexico City,   CP 04000 Mexico","5","Untied",
"US-EIN-941655673-24961","for general support","Mexico","","USD",150000,0,0,0,0,0,"","2007-06-11","","2008-06-11","","","","","","","","Fundar, Centro de Análisis e Investigación, Asociacion Civil","011-52-55-5554-3001","","Cerrada de Alberto Zamora No. 21
Col. Villa Coyoacan, De. Coyoacan Mexico City,   CP 04000 Mexico","5","Untied",
"US-EIN-941655673-26226","for support of Fundar's access to information and public budget accountability projects in Mexico","Mexico","","USD",820000,0,0,0,0,0,"","2008-11-17","","2010-07-17","","","","","","","","Fundar, Centro de Análisis e Investigación, Asociacion Civil","011-52-55-5554-3001","","Cerrada de Alberto Zamora No. 21
Col. Villa Coyoacan, De. Coyoacan Mexico City,   CP 04000 Mexico","5","Untied",
"US-EIN-941655673-30049","For support of Fundar’s access to information and public budget accountability projects in Mexico","Mexico","","USD",700000,0,0,0,0,0,"","2010-11-15","","2011-11-15","","","","","","","","Fundar, Centro de Análisis e Investigación, Asociacion Civil","011-52-55-5554-3001","","Cerrada de Alberto Zamora No. 21
Col. Villa Coyoacan, De. Coyoacan Mexico City,   CP 04000 Mexico","5","Untied",
"US-EIN-941655673-28110","for the 2009 Round of the Family Planning Program Effort Index","","International","USD",250000,0,0,0,0,0,"","2009-04-06","","2010-04-06","","","","","","","","Futures Group International, LLC","(202) 775-9680","","One Thomas Circle N.W., Suite 200 Washington, DC  20005-5805","5","Untied",
"US-EIN-941655673-23234","for general support of the Economics Program","","International","USD",2500000,0,0,0,0,0,"","2006-06-19","","2007-06-19","","","","","","","","German Marshall Fund of the US","(202) 745-3950","","1744 R Street, N.W. Washington, DC  20009-2410","5","Untied",
"US-EIN-941655673-26254","for an initiative to promote reform of the E.U.'s Common Agricultural Policy","","Europe","USD",1200000,0,0,0,0,0,"","2008-03-17","","2009-03-17","","","","","","","","German Marshall Fund of the US","(202) 745-3950","","1744 R Street, N.W. Washington, DC  20009-2410","5","Untied",
"US-EIN-941655673-24987","for general support to the Economic Policy Program","","International","USD",2500000,0,0,0,0,0,"","2007-06-11","","2008-06-11","","","","","","","","German Marshall Fund of the US","(202) 745-3950","","1744 R Street, N.W. Washington, DC  20009-2410","5","Untied",
"US-EIN-941655673-28646","for improving U.S. trade and aid policy vis-a-vis developing countries","","International","USD",1000000,0,0,0,0,0,"","2009-07-20","","2010-07-20","","","","","","","","German Marshall Fund of the US","(202) 745-3950","","1744 R Street, N.W. Washington, DC  20009-2410","5","Untied",
"US-EIN-941655673-29775","for promoting trade, aid, and development policy reform in the United States and European Union","","International","USD",1300000,0,0,0,0,0,"","2010-07-19","","2011-07-19","","","","","","","","German Marshall Fund of the US","(202) 745-3950","","1744 R Street, N.W. Washington, DC  20009-2410","5","Untied",
"US-EIN-941655673-28048","for an initiative to promote reform of the E.U.'s Common Agricultural Policy","","Europe","USD",1000000,0,0,0,0,0,"","2009-03-30","","2010-03-30","","","","","","","","German Marshall Fund of the US","(202) 745-3950","","1744 R Street, N.W. Washington, DC  20009-2410","5","Untied",
"US-EIN-941655673-26343","for a seminar on coherence and cooperation between international trade and climate change regimes","","International","USD",300000,0,0,0,0,0,"","2008-06-02","","2009-06-02","","","","","","","","German Marshall Fund of the US","(202) 745-3950","","1744 R Street, N.W. Washington, DC  20009-2410","5","Untied",
"US-EIN-941655673-27027","for improving U.S. trade and aid policy vis-a-vis developing countries","","International","USD",1300000,0,0,0,0,0,"","2008-07-21","","2009-07-21","","","","","","","","German Marshall Fund of the US","(202) 745-3950","","1744 R Street, N.W. Washington, DC  20009-2410","5","Untied",
"US-EIN-941655673-27580","for strengthening evaluation and decision making processes","United States","","USD",50000,0,0,0,0,0,"","2008-11-13","","2009-11-13","","","","","","","","German Marshall Fund of the US","(202) 745-3950","","1744 R Street, N.W. Washington, DC  20009-2410","5","Untied",
"US-EIN-941655673-30433","for assessing federal evaluation policies affecting performance-based public spending in Mexico","Mexico","","USD",180000,0,0,0,0,0,"","2011-03-22","","2012-11-21","","","","","","","","Gesoc, Agencia para el Desarrollo, A.C.","011-52-55-1556-6060","","Presidente Carranza 133
Col. Villa Coyoacan
Del. Coyoacan Mexico, D.F.,   04000 Mexico","5","Untied",
"US-EIN-941655673-25352","for analyzing government proposals to implement performance-based public spending policies in Mexico","Mexico","","USD",150000,0,0,0,0,0,"","2007-07-31","","2008-07-31","","","","","","","","Gesoc, Agencia para el Desarrollo, A.C.","011-52-55-1556-6060","","Presidente Carranza 133
Col. Villa Coyoacan
Del. Coyoacan Mexico, D.F.,   04000 Mexico","5","Untied",
"US-EIN-941655673-26460","for assessing federal and state policies to implement performance-based public spending in Mexico","Mexico","","USD",250000,0,0,0,0,0,"","2008-04-10","","2009-10-10","","","","","","","","Gesoc, Agencia para el Desarrollo, A.C.","011-52-55-1556-6060","","Presidente Carranza 133
Col. Villa Coyoacan
Del. Coyoacan Mexico, D.F.,   04000 Mexico","5","Untied",
"US-EIN-941655673-28718","for assessing federal evaluation policies affecting performance-based public spending in Mexico","Mexico","","USD",250000,0,0,0,0,0,"","2009-11-16","","2011-07-16","","","","","","","","Gesoc, Agencia para el Desarrollo, A.C.","011-52-55-1556-6060","","Presidente Carranza 133
Col. Villa Coyoacan
Del. Coyoacan Mexico, D.F.,   04000 Mexico","5","Untied",
"US-EIN-941655673-29642","for strategic planning","","International","USD",40000,0,0,0,0,0,"","2010-05-07","","2011-05-07","","","","","","","","Global AIDS Alliance","(202) 789-0423","","1121 14th Street NW, Suite 200 Washington, DC  20005-5641","5","Untied",
"US-EIN-941655673-28475","for general operating support","","International","USD",500000,0,0,0,0,0,"","2009-07-20","","2011-07-20","","","","","","","","Global AIDS Alliance","(202) 789-0423","","1121 14th Street NW, Suite 200 Washington, DC  20005-5641","5","Untied",
"US-EIN-941655673-25267","for strategic planning","","International","USD",30000,0,0,0,0,0,"","2007-07-12","","2008-07-12","","","","","","","","Global AIDS Alliance","(202) 789-0423","","1121 14th Street NW, Suite 200 Washington, DC  20005-5641","5","Untied",
"US-EIN-941655673-25564","for general operating support","","International","USD",250000,0,0,0,0,0,"","2007-11-19","","2009-11-19","","","","","","","","Global AIDS Alliance","(202) 789-0423","","1121 14th Street NW, Suite 200 Washington, DC  20005-5641","5","Untied",
"US-EIN-941655673-26275","for general support","","International","USD",1030000,0,0,0,0,0,"","2008-03-17","","2009-03-17","","","","","","","","Global Campaign for Education","011-27-(0)11-447-4138","","83 Baker Street
Rosebank Johannesburg,    South Africa","5","Untied",
"US-EIN-941655673-24557","for general support","","International","USD",450000,0,0,0,0,0,"","2007-02-26","","2008-02-26","","","","","","","","Global Campaign for Education","011-27-(0)11-447-4138","","83 Baker Street
Rosebank Johannesburg,    South Africa","5","Untied",
"US-EIN-941655673-29822","for a program to allow low-income Bay Area youths to participate in experiential learning abroad","United States","","USD",200000,0,0,0,0,0,"","2010-07-19","","2011-07-19","","","","","","","","Global Citizen Year Incorporated","(415) 963-9293","","466 Geary Street, Suite 400 San Francisco, CA  94102","5","Untied",
"US-EIN-941655673-27818","for general support of the Advancing Health, Sexual & Reproductive Rights program","","International","USD",200000,0,0,0,0,0,"","2009-02-18","","2011-02-18","","","","","","","","Global Fund for Women Inc.","(415) 248-4800","","222 Sutter Street
Suite 500 San Francisco, CA  94108-4456","5","Untied",
"US-EIN-941655673-29850","for an executive search","","International","USD",10000,0,0,0,0,0,"","2010-07-30","","2011-07-30","","","","","","","","Global Fund for Women Inc.","(415) 248-4800","","222 Sutter Street
Suite 500 San Francisco, CA  94108-4456","5","Untied",
"US-EIN-941655673-22405","for general operating support of the Global Fund for Women's Advancing Health and Sexual & Reproductive Rights program","","International","USD",250000,0,0,0,0,0,"","2006-02-27","","2009-02-27","","","","","","","","Global Fund for Women Inc.","(415) 248-4800","","222 Sutter Street
Suite 500 San Francisco, CA  94108-4456","5","Untied",
"US-EIN-941655673-30051","for examining municipal-state relations affecting budget transparency and FOIA in Mexico","Mexico","","USD",450000,0,0,0,0,0,"","2010-11-15","","2011-11-15","","","","","","","","Global Integrity","(202) 449-4100","","1029 Vermont Avenue, NW
Suite 600 Washington, DC  20005","5","Untied",
"US-EIN-941655673-28920","to develop a targeted outreach and advocacy campaign to promote subnational governance reforms in Mexico","Mexico","","USD",100000,0,0,0,0,0,"","2009-11-19","","2010-11-19","","","","","","","","Global Integrity","(202) 449-4100","","1029 Vermont Avenue, NW
Suite 600 Washington, DC  20005","5","Untied",
"US-EIN-941655673-30155","for staff development","","International","USD",22000,0,0,0,0,0,"","2010-10-18","","2011-10-12","","","","","","","","Global Integrity","(202) 449-4100","","1029 Vermont Avenue, NW
Suite 600 Washington, DC  20005","5","Untied",
"US-EIN-941655673-29777","for a tool to improve the efficiency of field-based data collection teams","","International","USD",285000,0,0,0,0,0,"","2010-07-19","","2011-07-19","","","","","","","","Global Integrity","(202) 449-4100","","1029 Vermont Avenue, NW
Suite 600 Washington, DC  20005","5","Untied",
"US-EIN-941655673-26591","for the Living 2008 project","","International","USD",125000,0,0,0,0,0,"","2008-04-24","","2009-10-24","","","","","","","","Global Network of People Living With HIV/AIDS","011-31-20-423-4114","","P.O. Box 11726 Amsterdam,   1001 GS The Netherlands","5","Untied",
"US-EIN-941655673-22606","for general support to the Initiative for Global Development","","International","USD",400000,0,0,0,0,0,"","2006-03-16","","2007-03-16","","","","","","","","Global Partnerships","(206) 652-8773","","909 NE Boat Street, Suite 200 Seattle, WA  98105-6672","5","Untied",
"US-EIN-941655673-24965","for the Trade, Aid and Security Coalition to organize a series of roundtables, public meetings, and small meetings with opinion leaders on U.S. trade and poverty policies that affect developing countries","","International","USD",165000,0,0,0,0,0,"","2007-06-11","","2008-06-11","","","","","","","","GlobalWorks Foundation","(202) 879-5815","","1301 K Street, N.W.
Suite 500, East Tower Washington, DC  20005","5","Untied",
"US-EIN-941655673-26639","for the Trade, Aid and Security Coalition to discuss U.S. trade and poverty policies","","International","USD",80580,0,0,0,0,0,"","2008-05-14","","2008-09-14","","","","","","","","GlobalWorks Foundation","(202) 879-5815","","1301 K Street, N.W.
Suite 500, East Tower Washington, DC  20005","5","Untied",
"US-EIN-941655673-22967","for the Trade, Aid and Security Coalition to organize a series of roundtables, public meetings, and small meetings with opinion leaders on the topic of aid for trade programs","","International","USD",125000,0,0,0,0,0,"","2006-06-19","","2007-06-19","","","","","","","","GlobalWorks Foundation","(202) 879-5815","","1301 K Street, N.W.
Suite 500, East Tower Washington, DC  20005","5","Untied",
"US-EIN-941655673-26966","for the Trade, Aid and Security Coalition","","International","USD",320000,0,0,0,0,0,"","2008-07-21","","2009-07-21","","","","","","","","Globalworks Projects Fund","","","888 17th Street, NW, Suite 1200 Washington, DC  20006","5","Untied",
"US-EIN-941655673-28380","for the Trade, Aid and Security Coalition","","International","USD",300000,0,0,0,0,0,"","2009-07-20","","2010-07-20","","","","","","","","Globalworks Projects Fund","","","888 17th Street, NW, Suite 1200 Washington, DC  20006","5","Untied",
"US-EIN-941655673-30344","for documenting the cost of unsafe abortion in Rwanda","","International","USD",200000,0,0,0,0,0,"","2010-11-24","","2011-12-31","","","","","","","","Guttmacher Institute Inc.","(212) 248-1111","","125 Maiden Lane
Seventh Floor New York, NY  10038-4912","5","Untied",
"US-EIN-941655673-28923","for support of reproductive health research and analysis on Rwanda","Rwanda","","USD",300000,0,0,0,0,0,"","2009-10-15","","2012-10-15","","","","","","","","Guttmacher Institute Inc.","(212) 248-1111","","125 Maiden Lane
Seventh Floor New York, NY  10038-4912","5","Untied",
"US-EIN-941655673-28015","for general operating support","","International","USD",2000000,0,0,0,0,0,"","2009-03-30","","2011-03-30","","","","","","","","Guttmacher Institute Inc.","(212) 248-1111","","125 Maiden Lane
Seventh Floor New York, NY  10038-4912","5","Untied",
"US-EIN-941655673-30315","for general operating support","","International","USD",2000000,0,0,0,0,0,"","2011-03-21","","2013-03-21","","","","","","","","Guttmacher Institute Inc.","(212) 248-1111","","125 Maiden Lane
Seventh Floor New York, NY  10038-4912","5","Untied",
"US-EIN-941655673-27537","for Gynuity's charitable, scientific, literary, or educational purposes","","International","USD",300000,0,0,0,0,0,"","2008-11-17","","2009-11-17","","","","","","","","Gynuity Health Projects, LLC","(212) 448-1230","","15 East Twenty-sixth Street, Suite 801 New York, NY  10010-1505","5","Untied",
"US-EIN-941655673-24115","for a project to introduce and expand reproductive health technologies","","International","USD",500000,0,0,0,0,0,"","2007-02-26","","2009-02-26","","","","","","","","Gynuity Health Projects, LLC","(212) 448-1230","","15 East Twenty-sixth Street, Suite 801 New York, NY  10010-1505","5","Untied",
"US-EIN-941655673-28532","for nonpartisan recommendations on strengthening U.S. government efforts around security assistance","","International","USD",50000,0,0,0,0,0,"","2009-05-01","","2010-05-01","","","","","","","","Henry L Stimson Center","(202) 223-5956","","1111 Nineteenth Street, N.W.
Twelfth Floor Washington, DC  20036-3654","5","Untied",
"US-EIN-941655673-26853","for a pilot project to promote financial transparency among a group of international donor agencies","","International","USD",200000,0,0,0,0,0,"","2008-07-21","","2009-11-21","","","","","","","","Henry L Stimson Center","(202) 223-5956","","1111 Nineteenth Street, N.W.
Twelfth Floor Washington, DC  20036-3654","5","Untied",
"US-EIN-941655673-24237","for producing and disseminating a report assessing transparency and accountability practices of Mexico's National Commission of Human Rights","Mexico","","USD",66000,0,0,0,0,0,"","2006-12-08","","2007-12-08","","","","","","","","Human Rights Watch, Inc.","(212) 290-4700","","350 Fifth Avenue, Thirty-fourth Floor New York, NY  10118-3299","5","Untied",
"US-EIN-941655673-22686","for a report on transparency and access to information in Mexico","Mexico","","USD",50000,0,0,0,0,0,"","2006-02-27","","2007-02-27","","","","","","","","Human Rights Watch, Inc.","(212) 290-4700","","350 Fifth Avenue, Thirty-fourth Floor New York, NY  10118-3299","5","Untied",
"US-EIN-941655673-25523","for general operating support","","International","USD",500000,0,0,0,0,0,"","2007-11-19","","2010-11-19","","","","","","","","Ibis Reproductive Inc.","(617) 349-0040","","17 Dunster Street
Suite 201 Cambridge, MA  02138-3742","5","Untied",
"US-EIN-941655673-26847","for assessing and updating human resources policies and procedures","","International","USD",30000,0,0,0,0,0,"","2008-05-22","","2009-05-22","","","","","","","","Ibis Reproductive Inc.","(617) 349-0040","","17 Dunster Street
Suite 201 Cambridge, MA  02138-3742","5","Untied",
"US-EIN-941655673-29824","for general operating support","","International","USD",375000,0,0,0,0,0,"","2010-08-04","","2013-06-21","","","","","","","","Ibis Reproductive Inc.","(617) 349-0040","","17 Dunster Street
Suite 201 Cambridge, MA  02138-3742","5","Untied",
